Why WRB O
security NN O
researchers NNS O
noticed VBD O
suspicious JJ O
and CC O
faulty JJ O
code NN O
on IN O
BLU NNP B-Organization
devices NNS O
as RB O
early RB O
as IN O
March NNP O
2015 CD O
, , O
and CC O
it PRP O
has VBZ O
taken VBN O
nearly RB O
that RB O
long RB O
to TO O
remove VB O
it PRP O
from IN O
the DT O
company NN O
's POS O
devices NNS O
. . O

The DT O
finding NN O
, , O
in IN O
part NN O
, , O
shows VBZ O
the DT O
risk NN O
that WDT O
can MD O
come VB O
in IN O
opting VBG O
for IN O
less RBR O
expensive JJ O
smartphones NNS O
, , O
whose WP$ O
manufacturers NNS O
may MD O
not RB O
diligently VB O
fix JJ O
security NN B-Vulnerability
vulnerabilities NNS I-Vulnerability
. . O

It PRP O
's VBZ O
also RB O
raising VBG O
eyebrows NNS O
because IN O
of IN O
the DT O
connection NN O
with IN O
China NNP O
, , O
which WDT O
has VBZ O
frequently RB O
sparred VBN O
with IN O
the DT O
U.S. NNP O
over IN O
cyber JJ O
espionage NN O
. . O

BLU NNP B-Organization
Products NNP O
has VBZ O
now RB O
updated VBN O
its PRP$ O
phones NNS O
to TO O
remove VB O
the DT O
spying NN O
code NN O
, , O
which WDT O
most JJS O
likely RB O
would MD O
have VB O
never RB O
been VBN O
detected VBN O
by IN O
regular JJ O
users NNS O
. . O

The DT O
code NN O
never RB O
informed VBD O
phone NN O
users NNS O
that IN O
it PRP O
was VBD O
collecting VBG O
that IN O
data NNS O
, , O
a DT O
behavior JJ O
uniformly NN O
viewed VBN O
by IN O
many JJ O
as IN O
a DT O
serious JJ O
security NN O
concern NN O
. . O

The DT O
developer NN O
of IN O
the DT O
code NN O
, , O
Shanghai NNP B-Organization
Adups NNP I-Organization
Technology NNP I-Organization
Co. NNP I-Organization
, , O
has VBZ O
apologized VBN O
, , O
contending VBG O
that IN O
the DT O
code NN O
was VBD O
intended VBN O
for IN O
another DT O
one CD O
of IN O
its PRP$ O
clients NNS O
who WP O
requested VBD O
better JJR O
blocking NN O
of IN O
junk NN O
text NN O
messages NNS O
and CC O
marketing NN O
calls NNS O
. . O

Vulnerabilities NNS O
Reported VBN O
BLU NNP O
Products NNPS O
, , O
founded VBN O
in IN O
2009 CD O
, , O
makes VBZ O
lower-end JJ O
Android-powered JJ B-System
smartphones NNS O
that WDT O
sell VBP O
for IN O
as RB O
little JJ O
as IN O
$ $ O
50 CD O
on IN O
Amazon NNP B-Organization
. . O

Like IN O
many JJ O
original JJ O
equipment NN O
manufacturers NNS O
, , O
it PRP O
uses VBZ O
software NN O
components NNS O
from IN O
other JJ O
developers NNS O
. . O

The DT O
company NN O
uses VBZ O
a DT O
type NN O
of IN O
software NN O
from IN O
Adups NNP B-Organization
that WDT O
's VBZ O
nicknamed VBN O
FOTA NNP B-System
, , O
short RB O
for IN O
firmware JJ O
over-the-air NN O
. . O

The DT O
software NN O
manages VBZ O
the DT O
delivery NN O
of IN O
firmware NN O
updates VBZ O
over-the-air JJ O
, , O
the DT O
term NN O
used VBN O
for IN O
transmission NN O
via IN O
a DT O
mobile JJ O
network NN O
. . O

Firmware NNP O
is VBZ O
low-level JJ O
code NN O
deep NN O
in IN O
an DT O
operating NN O
system NN O
that WDT O
often RB O
has VBZ O
high JJ O
access NN O
privileges NNS O
, , O
so IN O
it PRP O
's VBZ O
critical JJ O
that IN O
it PRP O
's VBZ O
verified JJ O
and CC O
contains VBZ O
no DT O
software NN O
vulnerabilities NNS O
. . O

Long RB O
before IN O
Kryptowire NNP B-Organization
's POS O
announcement NN O
, , O
Tim NNP O
Strazzere NNP O
, , O
a DT O
mobile JJ O
security NN O
researcher NN O
with IN O
RedNaga NNP B-Organization
Security NNP I-Organization
, , O
contacted VBD O
BLU NNP O
Products NNPS O
in IN O
March NNP O
2015 CD O
after IN O
he PRP O
found VBD O
two CD O
vulnerabilities NNS O
that WDT O
could MD O
be VB O
traced VBN O
to TO O
Adup NNP B-Organization
's POS O
code NN O
. . O

Those DT O
vulnerabilities NNS O
could MD O
have VB O
enabled VBN O
someone NN O
to TO O
gain VB O
broad JJ O
access NN O
to TO O
an DT O
Android NNP B-System
device NN O
. . O

Strazzere NNP O
's POS O
colleague NN O
, , O
Jon NNP O
Sawyer NNP O
, , O
suggested VBD O
on IN O
Twitter NNP B-Organization
that IN O
the DT O
vulnerabilities NNS O
might MD O
have VB O
not RB O
been VBN O
there RB O
by IN O
mistake NN O
, , O
but CC O
rather RB O
included VBD O
as IN O
intentionally RB O
coded VBN O
backdoors NNS O
. . O

He PRP O
posted VBD O
a DT O
tweet NN O
to TO O
The DT O
New NNP B-Organization
York NNP I-Organization
Times NNP I-Organization
report NN O
, , O
sarcastically RB O
writing VBG O
, , O
" VB O
If IN O
only RB O
two CD O
people NNS O
had VBD O
called VBN O
this DT O
company NN O
out RB O
for IN O
their PRP$ O
backdoors NNS O
several JJ O
times NNS O
over IN O
the DT O
last JJ O
few JJ O
years NNS O
. . O

'' '' O
Strazzere NNP O
's POS O
experience NN O
in IN O
trying VBG O
to TO O
contact VB O
both DT O
vendors NNS O
last JJ O
year NN O
is VBZ O
typical JJ O
of IN O
the DT O
frustrations NNS O
frequently RB O
faced VBN O
by IN O
security NN O
researchers NNS O
. . O

" NN O
I PRP O
tried VBD O
reaching VBG O
out RP O
to TO O
Adups NNP B-Organization
and CC O
never RB O
heard VBN O
back RP O
, , O
'' '' O
Strazzere NNP O
tells VBZ O
Information NNP B-Organization
Security NNP I-Organization
Media NNP I-Organization
Group NNP I-Organization
. . O

" NN O
BLU NNP B-Organization
said VBD O
they PRP O
had VBD O
no DT O
security NN O
department NN O
when WRB O
I PRP O
emailed VBD O
them PRP O
. . O

'' '' O
Strazzere NNP O
says VBZ O
he PRP O
also RB O
failed VBD O
to TO O
reach VB O
MediaTek NNP B-Organization
, , O
a DT O
Taiwanese JJ O
fabless NN O
semiconductor NN O
manufacturer NN O
whose WP$ O
chipsets NNS O
that WDT O
powered VBD O
BLU NNP B-Organization
phones NNS O
also RB O
contained VBD O
Adups NNP B-Organization
software NN O
. . O

To TO O
their PRP$ O
credit NN O
, , O
both DT O
Google NNP B-Organization
and CC O
Amazon NNP B-Organization
appear VBP O
to TO O
have VB O
put VBN O
pressure NN O
on IN O
device NN O
manufacturers NNS O
to TO O
fix VB O
their PRP$ O
devices NNS O
when WRB O
flaws NNS O
are VBP O
found VBN O
, , O
Strazzere NNP O
says VBZ O
. . O

For IN O
Google NNP B-Organization
, , O
Android NNP O
security NN O
issues NNS O
- : O
even RB O
if IN O
not RB O
in IN O
the DT O
core NN O
operating NN O
code NN O
- : O
are VBP O
a DT O
reputation NN O
threat NN O
, , O
and CC O
for IN O
Amazon NNP B-Organization
, , O
a DT O
product NN O
quality NN O
issue NN O
. . O

But CC O
devices NNS O
sold VBD O
outside IN O
of IN O
Amazon NNP B-Organization
" NNP O
might MD O
not RB O
have VB O
ever RB O
seen VBN O
fixes NNS O
, , O
'' '' O
he PRP O
says VBZ O
. . O

Officials NNS O
at IN O
BLU NNP B-Organization
could MD O
n't RB O
be VB O
immediately RB O
reached VBN O
for IN O
comment NN O
. . O

Attitude NNP O
Change NNP O
The DT O
disinterest NN O
in IN O
the DT O
issues NNS O
appears VBZ O
to TO O
have VB O
changed VBN O
with IN O
The DT O
New NNP B-Organization
York NNP I-Organization
Times NNP I-Organization
report NN O
, , O
which WDT O
lit VBD O
a DT O
fire NN O
underneath NN O
Adups NNP B-Organization
and CC O
BLU NNP B-Organization
. . O

Adups NNS B-Organization
addressed VBD O
the DT O
issue NN O
in IN O
a DT O
Nov. NNP O
16 CD O
news NN O
release NN O
, , O
writing VBG O
that IN O
some DT O
products NNS O
made VBN O
by IN O
BLU NNP B-Organization
were VBD O
updated VBN O
in IN O
June NNP O
with IN O
a DT O
version NN O
of IN O
its PRP$ O
FOTA NNP B-System
that IN O
had VBD O
actually RB O
been VBN O
intended VBN O
for IN O
other JJ O
clients NNS O
who WP O
had VBD O
requested VBN O
an DT O
ability NN O
to TO O
stop VB O
text NN O
spam NN O
. . O

That DT O
version NN O
flags VBD O
messages NNS O
" VBP O
containing VBG O
certain JJ O
language NN O
associated VBN O
with IN O
junk NN O
texts NN O
and CC O
flags JJ O
numbers NNS O
associated VBN O
with IN O
junk NN O
calls NNS O
and CC O
not RB O
in IN O
a DT O
user NN O
's POS O
contacts NNS O
, , O
'' '' O
the DT O
company NN O
says VBZ O
. . O

Manufacturers NNS O
should MD O
be VB O
keeping VBG O
close JJ O
tabs NNS O
on IN O
what WDT O
software NN O
ends VBZ O
up RP O
on IN O
their PRP$ O
devices NNS O
. . O

But CC O
it PRP O
would MD O
appear VB O
that IN O
BLU NNP B-Organization
only RB O
took VBD O
action NN O
after IN O
Kryptowire NNP B-Organization
notified VBD O
it PRP O
along RP O
with IN O
Google NNP B-Organization
, , O
Adups NNP B-Organization
and CC O
Amazon NNP B-Organization
. . O

" NN O
When WRB O
BLU NNP B-Organization
raised VBD O
objections NNS O
, , O
Adups NNP B-Organization
took VBD O
immediate JJ O
measures NNS O
to TO O
disable VB O
that DT O
functionality NN O
on IN O
BLU NNP B-Organization
phones NNS O
, , O
'' '' O
Adups NNP I-Organization
says VBZ O
. . O

The DT O
greater JJR O
worry NN O
is VBZ O
that IN O
these DT O
situations NNS O
may MD O
sometimes RB O
not RB O
be VB O
simple JJ O
mistakes NNS O
. . O

Security NN O
experts NNS O
have VBP O
long RB O
warned VBN O
of IN O
the DT O
ability NN O
of IN O
advanced JJ O
adversaries NNS O
to TO O
subvert VB O
hardware NN O
and CC O
software NN O
supply NN O
chains NNS O
. . O

Also RB O
, , O
the DT O
software NN B-Vulnerability
vulnerabilities NNS I-Vulnerability
pointed VBD O
out RP O
in IN O
the DT O
FOTA NNP B-System
software NN O
by IN O
Strazzere NNP O
in IN O
2015 CD O
could MD O
have VB O
been VBN O
taken VBN O
advantage NN O
of IN O
by IN O
cybercriminals NNS O
looking VBG O
to TO O
steal VB O
bank NN O
account NN O
details NNS O
or CC O
execute VB O
other JJ O
frauds NNS O
. . O

Strazzere NNP O
advises VBZ O
that IN O
consumers NNS O
should MD O
look VB O
at IN O
the DT O
pedigree NN O
of IN O
mobile JJ O
manufacturers NNS O
and CC O
take VB O
a DT O
close JJ O
look NN O
at IN O
their PRP$ O
security NN O
track NN O
record NN O
before IN O
making VBG O
a DT O
decision NN O
on IN O
what WP O
device NN O
to TO O
buy VB O
. . O

" NN O
In IN O
the DT O
end NN O
, , O
the DT O
consumer NN O
needs VBZ O
to TO O
vote VB O
with IN O
their PRP$ O
wallet NN O
, , O
'' '' O
he PRP O
says VBZ O
. . O

Skygofree JJ B-Malware
: : O
Following VBG O
in IN O
the DT O
footsteps NNS O
of IN O
HackingTeam NNP B-Organization
16 CD O
JAN NNP O
2018 CD O
At IN O
the DT O
beginning NN O
of IN O
October NNP O
2017 CD O
, , O
we PRP O
discovered VBD O
new JJ O
Android NNP B-System
spyware NN O
with IN O
several JJ O
features NNS O
previously RB O
unseen JJ O
in IN O
the DT O
wild NN O
. . O

In IN O
the DT O
course NN O
of IN O
further JJ O
research NN O
, , O
we PRP O
found VBD O
a DT O
number NN O
of IN O
related JJ O
samples NNS O
that WDT O
point VBP O
to TO O
a DT O
long-term JJ O
development NN O
process NN O
. . O

We PRP O
believe VBP O
the DT O
initial JJ O
versions NNS O
of IN O
this DT O
malware NN O
were VBD O
created VBN O
at IN O
least JJS O
three CD O
years NNS O
ago RB O
– VBP O
at IN O
the DT O
end NN O
of IN O
2014 CD O
. . O

Since IN O
then RB O
, , O
the DT O
implant JJ O
’ NNP O
s NN O
functionality NN O
has VBZ O
been VBN O
improving VBG O
and CC O
remarkable JJ O
new JJ O
features NNS O
implemented VBN O
, , O
such JJ O
as IN O
the DT O
ability NN O
to TO O
record VB O
audio JJ O
surroundings NNS O
via IN O
the DT O
microphone NN O
when WRB O
an DT O
infected JJ O
device NN O
is VBZ O
in IN O
a DT O
specified JJ O
location NN O
; : O
the DT O
stealing NN O
of IN O
WhatsApp NNP B-System
messages NNS O
via IN O
Accessibility NNP O
Services NNPS O
; : O
and CC O
the DT O
ability NN O
to TO O
connect VB O
an DT O
infected JJ O
device NN O
to TO O
Wi-Fi NNP O
networks NNS O
controlled VBN O
by IN O
cybercriminals NNS O
. . O

We PRP O
observed VBD O
many JJ O
web NNS O
landing VBG O
pages NNS O
that WDT O
mimic VBP O
the DT O
sites NNS O
of IN O
mobile NN O
operators NNS O
and CC O
which WDT O
are VBP O
used VBN O
to TO O
spread VB O
the DT O
Android NNP B-System
implants NNS O
. . O

These DT O
domains NNS O
have VBP O
been VBN O
registered VBN O
by IN O
the DT O
attackers NNS O
since IN O
2015 CD O
. . O

According VBG O
to TO O
our PRP$ O
telemetry NN O
, , O
that WDT O
was VBD O
the DT O
year NN O
the DT O
distribution NN O
campaign NN O
was VBD O
at IN O
its PRP$ O
most RBS O
active JJ O
. . O

The DT O
activities NNS O
continue VBP O
: : O
the DT O
most RBS O
recently RB O
observed VBD O
domain NN O
was VBD O
registered VBN O
on IN O
October NNP O
31 CD O
, , O
2017 CD O
. . O

Based VBN O
on IN O
our PRP$ O
KSN NNP O
statistics NNS O
, , O
there EX O
are VBP O
several JJ O
infected JJ O
individuals NNS O
, , O
exclusively RB O
in IN O
Italy NNP O
. . O

Moreover RB O
, , O
as IN O
we PRP O
dived VBD O
deeper RBR O
into IN O
the DT O
investigation NN O
, , O
we PRP O
discovered VBD O
several JJ O
spyware NN O
tools NNS O
for IN O
Windows NNP B-System
that WDT O
form VBP O
an DT O
implant NN O
for IN O
exfiltrating VBG O
sensitive JJ O
data NNS O
on IN O
a DT O
targeted JJ O
machine NN O
. . O

The DT O
version NN O
we PRP O
found VBD O
was VBD O
built VBN O
at IN O
the DT O
beginning NN O
of IN O
2017 CD O
, , O
and CC O
at IN O
the DT O
moment NN O
we PRP O
are VBP O
not RB O
sure JJ O
whether IN O
this DT O
implant NN O
has VBZ O
been VBN O
used VBN O
in IN O
the DT O
wild NN O
. . O

We PRP O
named VBD O
the DT O
malware NN O
Skygofree NNP B-Malware
, , O
because IN O
we PRP O
found VBD O
the DT O
word NN O
in IN O
one CD O
of IN O
the DT O
domains NNS O
* VBP O
. . O

Malware NNP O
Features NNP O
Android NNP B-System
According VBG O
to TO O
the DT O
observed JJ O
samples NNS O
and CC O
their PRP$ O
signatures NNS O
, , O
early JJ O
versions NNS O
of IN O
this DT O
Android NNP B-System
malware NN O
were VBD O
developed VBN O
by IN O
the DT O
end NN O
of IN O
2014 CD O
and CC O
the DT O
campaign NN O
has VBZ O
remained VBN O
active JJ O
ever RB O
since IN O
. . O

The DT O
code NN O
and CC O
functionality NN O
have VBP O
changed VBN O
numerous JJ O
times NNS O
; : O
from IN O
simple NN O
unobfuscated JJ O
malware NN O
at IN O
the DT O
beginning NN O
to TO O
sophisticated JJ O
multi-stage NN O
spyware NN O
that WDT O
gives VBZ O
attackers NNS O
full JJ O
remote VBP O
control NN O
of IN O
the DT O
infected JJ O
device NN O
. . O

We PRP O
have VBP O
examined VBN O
all PDT O
the DT O
detected JJ O
versions NNS O
, , O
including VBG O
the DT O
latest JJS O
one NN O
that WDT O
is VBZ O
signed VBN O
by IN O
a DT O
certificate NN O
valid NN O
from IN O
September NNP O
14 CD O
, , O
2017 CD O
. . O

The DT O
implant NN O
provides VBZ O
the DT O
ability NN O
to TO O
grab VB O
a DT O
lot NN O
of IN O
exfiltrated VBN O
data NNS O
, , O
like IN O
call NN O
records NNS O
, , O
text NN O
messages NNS O
, , O
geolocation NN O
, , O
surrounding VBG O
audio NN O
, , O
calendar NN O
events NNS O
, , O
and CC O
other JJ O
memory NN O
information NN O
stored VBN O
on IN O
the DT O
device NN O
. . O

After IN O
manual JJ O
launch NN O
, , O
it PRP O
shows VBZ O
a DT O
fake JJ O
welcome JJ O
notification NN O
to TO O
the DT O
user NN O
: : O
Dear NNP O
Customer NNP O
, , O
we PRP O
’ VBP O
re JJ O
updating VBG O
your PRP$ O
configuration NN O
and CC O
it PRP O
will MD O
be VB O
ready JJ O
as RB O
soon RB O
as IN O
possible JJ O
. . O

At IN O
the DT O
same JJ O
time NN O
, , O
it PRP O
hides VBZ O
an DT O
icon NN O
and CC O
starts VBZ O
background NN O
services NNS O
to TO O
hide VB O
further JJ O
actions NNS O
from IN O
the DT O
user NN O
. . O

Service NNP O
Name NNP O
Purpose NNP O
AndroidAlarmManager NNP O
Uploading NNP O
last JJ O
recorded VBD O
.amr JJ O
audio JJ O
AndroidSystemService NNP O
Audio NNP O
recording VBG O
AndroidSystemQueues NNP O
Location NNP O
tracking VBG O
with IN O
movement NN O
detection NN O
ClearSystems NNP O
GSM NNP B-System
tracking NN O
( ( O
CID NNP O
, , O
LAC NNP O
, , O
PSC NNP O
) ) O
ClipService NNP O
Clipboard NNP O
stealing VBG O
AndroidFileManager NNP O
Uploading VBG O
all DT O
exfiltrated VBN O
data NNS O
AndroidPush NNP O
XMPP NNP O
С NNP O
& CC O
C NNP O
protocol NN O
( ( O
url.plus:5223 JJ B-Indicator
) ) O
RegistrationService NNP O
Registration NNP O
on IN O
C NNP O
& CC O
C NNP O
via IN O
HTTP NNP O
( ( O
url.plus/app/pro/ JJ B-Indicator
) ) O
Interestingly RB O
, , O
a DT O
self-protection JJ O
feature NN O
was VBD O
implemented VBN O
in IN O
almost RB O
every DT O
service NN O

. . O

Since IN O
in IN O
Android NNP B-System
8.0 CD I-System
( ( O
SDK NNP O
API NNP O
26 CD O
) ) O
the DT O
system NN O
is VBZ O
able JJ O
to TO O
kill VB O
idle JJ O
services NNS O
, , O
this DT O
code NN O
raises VBZ O
a DT O
fake JJ O
update JJ O
notification NN O
to TO O
prevent VB O
it PRP O
: : O
Cybercriminals NNS O
have VBP O
the DT O
ability NN O
to TO O
control VB O
the DT O
implant JJ O
via IN O
HTTP NNP O
, , O
XMPP NNP O
, , O
binary JJ O
SMS NNP O
and CC O
FirebaseCloudMessaging NNP O
( ( O
or CC O
GoogleCloudMessaging VBG O
in IN O
older JJR O
versions NNS O
) ) O
protocols NNS O
. . O

Such JJ O
a DT O
diversity NN O
of IN O
protocols NNS O
gives VBZ O
the DT O
attackers NNS O
more RBR O
flexible JJ O
control NN O
. . O

In IN O
the DT O
latest JJS O
implant JJ O
versions NNS O
there EX O
are VBP O
48 CD O
different JJ O
commands NNS O
. . O

You PRP O
can MD O
find VB O
a DT O
full JJ O
list NN O
with IN O
short JJ O
descriptions NNS O
in IN O
the DT O
Appendix NNP O
. . O

Here RB O
are VBP O
some DT O
of IN O
the DT O
most RBS O
notable JJ O
: : O
‘ JJ O
geofence NN O
’ NN O
– NN O
this DT O
command NN O
adds VBZ O
a DT O
specified JJ O
location NN O
to TO O
the DT O
implant JJ O
’ NNP O
s VBD O
internal JJ O
database NN O
and CC O
when WRB O
it PRP O
matches VBZ O
a DT O
device NN O
’ NNP O
s VBD O
current JJ O
location NN O
the DT O
malware NN O
triggers NNS O
and CC O
begins VBZ O
to TO O
record VB O
surrounding VBG O
audio NN O
. . O

” JJ O
social JJ O
” NN O
– NN O
this DT O
command NN O
that WDT O
starts VBZ O
the DT O
‘ JJ O
AndroidMDMSupport NNP O
’ NNP O
service NN O
– NN O
this DT O
allows VBZ O
the DT O
files NNS O
of IN O
any DT O
other JJ O
installed JJ O
application NN O
to TO O
be VB O
grabbed VBN O
. . O

The DT O
service NN O
name NN O
makes VBZ O
it PRP O
clear JJ O
that IN O
by IN O
applications NNS O
the DT O
attackers NNS O
mean VBP O
MDM NNP O
solutions NNS O
that WDT O
are VBP O
business-specific JJ O
tools NNS O
. . O

The DT O
operator NN O
can MD O
specify VB O
a DT O
path NN O
with IN O
the DT O
database NN O
of IN O
any DT O
targeted JJ O
application NN O
and CC O
server-side JJ O
PHP NNP O
script NN O
name NN O
for IN O
uploading VBG O
. . O

Several JJ O
hardcoded VBD O
applications NNS O
targeted VBN O
by IN O
the DT O
MDM-grabbing NNP O
command NN O
‘ NNP O
wifi NN O
’ NNP O
– NNP O
this DT O
command NN O
creates VBZ O
a DT O
new JJ O
Wi-Fi JJ O
connection NN O
with IN O
specified JJ O
configurations NNS O
from IN O
the DT O
command NN O
and CC O
enable JJ O
Wi-Fi JJ O
if IN O
it PRP O
is VBZ O
disabled VBN O
. . O

So RB O
, , O
when WRB O
a DT O
device NN O
connects VBZ O
to TO O
the DT O
established VBN O
network NN O
, , O
this DT O
process NN O
will MD O
be VB O
in IN O
silent JJ O
and CC O
automatic JJ O
mode NN O
. . O

This DT O
command NN O
is VBZ O
used VBN O
to TO O
connect VB O
the DT O
victim NN O
to TO O
a DT O
Wi-Fi JJ O
network NN O
controlled VBN O
by IN O
the DT O
cybercriminals NNS O
to TO O
perform VB O
traffic NN O
sniffing VBG O
and CC O
man-in-the-middle JJ O
( ( O
MitM NNP O
) ) O
attacks NNS O
. . O

addWifiConfig NN O
method NN O
code NN O
fragments NNS O
‘ VBP O
camera NN O
’ NN O
– NN O
this DT O
command NN O
records VBZ O
a DT O
video/capture NN O
a DT O
photo NN O
using VBG O
the DT O
front-facing JJ O
camera NN O
when WRB O
someone NN O
next JJ O
unlocks VBZ O
the DT O
device NN O
. . O

Some DT O
versions NNS O
of IN O
the DT O
Skygofree NNP B-Malware
feature NN O
the DT O
self-protection NN O
ability NN O
exclusively RB O
for IN O
Huawei NNP B-Organization
devices NNS O
. . O

There EX O
is VBZ O
a DT O
‘ NN O
protected VBN O
apps JJ O
’ JJ O
list NN O
in IN O
this DT O
brand NN O
’ NNP O
s NN O
smartphones NNS O
, , O
related VBN O
to TO O
a DT O
battery-saving JJ O
concept NN O
. . O

Apps NNP O
not RB O
selected VBD O
as IN O
protected JJ O
apps NN O
stop NN O
working VBG O
once RB O
the DT O
screen NN O
is VBZ O
off IN O
and CC O
await VB O
re-activation NN O
, , O
so IN O
the DT O
implant NN O
is VBZ O
able JJ O
to TO O
determine VB O
that IN O
it PRP O
is VBZ O
running VBG O
on IN O
a DT O
Huawei NNP B-Organization
device NN O
and CC O
add VB O
itself PRP O
to TO O
this DT O
list NN O
. . O

Due JJ O
to TO O
this DT O
feature NN O
, , O
it PRP O
is VBZ O
clear JJ O
that IN O
the DT O
developers NNS O
paid VBD O
special JJ O
attention NN O
to TO O
the DT O
work NN O
of IN O
the DT O
implant NN O
on IN O
Huawei NNP B-Organization
devices NNS O
. . O

Also RB O
, , O
we PRP O
found VBD O
a DT O
debug JJ O
version NN O
of IN O
the DT O
implant NN O
( ( O
70a937b2504b3ad6c623581424c7e53d CD B-Indicator
) ) O
that WDT O
contains VBZ O
interesting JJ O
constants NNS O
, , O
including VBG O
the DT O
version NN O
of IN O
the DT O
spyware NN O
. . O

Debug NNP O
BuildConfig NNP O
with IN O
the DT O
version NN O
After IN O
a DT O
deep JJ O
analysis NN O
of IN O
all DT O
discovered JJ O
versions NNS O
of IN O
Skygofree NNP B-Malware
, , O
we PRP O
made VBD O
an DT O
approximate JJ O
timeline NN O
of IN O
the DT O
implant JJ O
’ NN O
s JJ O
evolution NN O
. . O

Mobile NNP O
implant JJ O
evolution NN O
timeline NN O
However RB O
, , O
some DT O
facts NNS O
indicate VBP O
that IN O
the DT O
APK NNP O
samples NNS O
from IN O
stage NN O
two CD O
can MD O
also RB O
be VB O
used VBN O
separately RB O
as IN O
the DT O
first JJ O
step NN O
of IN O
the DT O
infection NN O
. . O

Below NNP O
is VBZ O
a DT O
list NN O
of IN O
the DT O
payloads NNS O
used VBN O
by IN O
the DT O
Skygofree NNP B-Malware
implant NN O
in IN O
the DT O
second JJ O
and CC O
third JJ O
stages NNS O
. . O

Reverse NNP O
shell NN O
payload VBZ O
The DT O
reverse NN O
shell NN O
module NN O
is VBZ O
an DT O
external JJ O
ELF NNP O
file NN O
compiled VBN O
by IN O
the DT O
attackers NNS O
to TO O
run VB O
on IN O
Android NNP B-System
. . O

The DT O
choice NN O
of IN O
a DT O
particular JJ O
payload NN O
is VBZ O
determined VBN O
by IN O
the DT O
implant JJ O
’ NNP O
s NN O
version NN O
, , O
and CC O
it PRP O
can MD O
be VB O
downloaded VBN O
from IN O
the DT O
command NN O
and CC O
control NN O
( ( O
C NNP O
& CC O
C NNP O
) ) O
server RB O
soon RB O
after IN O
the DT O
implant NN O
starts VBZ O
, , O
or CC O
after IN O
a DT O
specific JJ O
command NN O
. . O

In IN O
the DT O
most RBS O
recent JJ O
case NN O
, , O
the DT O
choice NN O
of IN O
the DT O
payload NN O
zip NN O
file NN O
depends VBZ O
on IN O
the DT O
device NN O
process NN O
architecture NN O
. . O

For IN O
now RB O
, , O
we PRP O
observe VBP O
only RB O
one CD O
payload NN O
version NN O
for IN O
following VBG O
the DT O
ARM NNP B-System
CPUs NNP O
: : O
arm64-v8a JJ B-System
, , O
armeabi JJ B-System
, , O
armeabi-v7a JJ B-System
. . O

Note NN O
that IN O
in IN O
almost RB O
all DT O
cases NNS O
, , O
this DT O
payload NN O
file NN O
, , O
contained VBN O
in IN O
zip NN O
archives NNS O
, , O
is VBZ O
named VBN O
‘ JJ O
setting VBG B-Indicator
’ NN O
or CC O
‘ VB O
setting.o JJ B-Indicator
’ NN O
. . O

The DT O
main JJ O
purpose NN O
of IN O
this DT O
module NN O
is VBZ O
providing VBG O
reverse NN O
shell NN O
features NNS O
on IN O
the DT O
device NN O
by IN O
connecting VBG O
with IN O
the DT O
C NNP O
& CC O
C NNP O
server NN O
